Customer ID,Flight ID,Date of Flight,Bonus Card Number,Gender,First Name,Last Name,Day of Ticket Purchase,Booked Class,Seat Number,Ticket Price Before Tax
65930,LH267,02/11/2019,7735-8246-3477,female,Gertrudis,Riddle,10/09/2019,Economy,F47,927
60438,LH373,24/02/2020,3431-9326-4619,female,Sallyann,Bixby,06/01/2020,Economy,H6,1034
65771,LH167,17/12/2019,4895-0918-4115,male,Tiebout,Blum,17/09/2019,Economy,C11,505
54210,LH558,14/04/2020,1017-2076-0696,male,Abby,Picardie,21/02/2020,Economy,G49,859
102235,LH195,21/10/2019,2851-4973-0673,male,Phillipe,Bourne,02/09/2019,Economy,B38,1002
46550,LH313,25/02/2020,5616-0804-5991,female,Aprilette,Ronnell,29/01/2020,Economy,C65,1829
103439,LH315,29/01/2020,5974-6482-8562,female,Madelena,Lynn,14/11/2019,Economy,F53,555
67857,LH351,03/01/2020,4381-9779-3596,male,Damon,Major,29/12/2019,Economy,F91,3395
61763,LH585,21/07/2020,2350-5202-6902,female,Emilie,Leyland,13/05/2020,Economy,D96,664
70833,LH513,23/11/2019,6863-7850-6869,female,Teriann,Dufour,22/09/2019,Economy,A71,673
13488,LH463,14/04/2020,3775-3181-7487,female,Auguste,Moxham,06/03/2020,Economy,C83,1294
43552,LH421,13/08/2019,5942-8371-8131,male,Johannes,Hoyland,23/07/2019,Economy,A95,2244
16558,LH201,28/12/2019,1039-1107-0229,female,Belvia,Cockburn,01/10/2019,Economy,E56,568
103546,LH489,08/02/2020,4595-7637-9776,male,Dustin,Pointon,23/12/2019,Economy,D51,1074
88001,LH259,18/10/2019,1100-1677-6805,male,Lev,Ackrigg,21/09/2019,Economy,F19,1865
52537,LH367,30/04/2020,2916-9036-7154,female,Rianon,Chestnut,07/04/2020,Economy,D52,2061
107688,LH356,06/07/2020,2988-4040-6821,female,Kora,Betty,23/04/2020,Economy,A57,631
94523,LH229,24/09/2019,6662-7399-1691,male,Gerry,Woodford,02/07/2019,Economy,A58,583
25178,LH239,26/10/2019,8088-3855-4377,female,Candide,Kyngdon,12/08/2019,Economy,F88,559
89091,LH333,13/04/2020,6055-0435-7916,male,Anders,Turner,07/01/2020,Economy,D2,571
12157,LH504,01/05/2020,1596-0565-1401,female,Fania,Duffie,07/02/2020,Economy,E0,561
10531,LH368,27/11/2019,4153-1921-4249,male,Jermaine,Heald,14/10/2019,Economy,A57,1132
83801,LH517,12/10/2019,7589-6501-5593,male,Scotty,Beesley,21/08/2019,Economy,D57,885
41050,LH250,04/05/2020,3409-4239-2499,female,Mabel,Dodsworth,09/04/2020,Economy,C41,1973
65383,LH395,07/05/2020,8462-7292-5837,female,Melina,Cash,10/03/2020,Economy,F83,796
89964,LH526,24/05/2020,3260-4461-5461,female,Rae,Fawcett,26/03/2020,Economy,H83,816
92735,LH463,14/12/2019,1087-6540-5451,male,Moishe,Gunnell,10/11/2019,Economy,G55,1490
101279,LH110,24/12/2019,4990-4337-8575,female,Edeline,Carmichael,17/12/2019,Economy,B56,3247
10979,LH366,15/09/2019,9682-7560-5450,female,Roxi,Seabrooke,27/08/2019,Economy,E13,2294
63458,LH134,20/07/2019,2884-0386-3765,female,Fancie,Minto,01/07/2019,Economy,B22,2310
41460,LH590,09/04/2020,1099-4475-0615,male,Yigal,Vinicomb,25/02/2020,Economy,E65,1134
30155,LH169,14/07/2020,5832-8745-1905,male,Oliver,Neil,03/05/2020,Economy,F89,592
107468,LH575,09/03/2020,5313-0071-0988,male,Richardo,Boddy,27/02/2020,Economy,B48,2945
39180,LH388,03/09/2019,3105-3437-0226,female,Zorah,Halyburton,16/07/2019,Economy,F61,965
29919,LH136,07/02/2020,5142-2624-5945,female,Xylia,Mrs graham,21/11/2019,Economy,B82,566
100400,LH174,03/08/2019,1628-3971-0826,female,Lynde,Spurr,21/07/2019,Economy,G86,2765
45378,LH585,09/12/2019,8346-5307-0788,male,Hermon,Eyles,02/09/2019,Economy,E54,531
95976,LH383,28/08/2020,7469-4365-1653,male,Cleland,Nimmo,02/06/2020,Economy,C12,589
94082,LH138,18/05/2020,4047-3911-0227,female,Merna,Smale,03/03/2020,Economy,H70,623
74402,LH474,07/11/2019,4355-9353-2844,female,Suzann,Ellerington,28/10/2019,Economy,D10,3007
40041,LH422,02/08/2020,5530-6519-2452,male,Worthy,Tesseyman,07/05/2020,Economy,C6,510
105201,LH116,14/03/2020,7416-9620-1811,female,Celisse,Archer,25/02/2020,Economy,F30,2371
63057,LH232,18/12/2019,1658-6288-4352,male,Gregor,Hendry,25/09/2019,Economy,B56,573
22725,LH252,21/01/2020,8854-4194-7306,female,Juditha,Hancock,19/10/2019,Economy,C29,553
83340,LH180,26/07/2019,2666-9217-3227,male,Lev,Stapleton,19/07/2019,Economy,F22,3215
96565,LH245,12/04/2020,5671-1211-1934,female,Maureen,Walshe,12/02/2020,Economy,G38,795
49856,LH113,13/10/2019,2205-6245-9471,female,Mela,Braunschweig-wolfenbuettel,22/08/2019,Economy,G72,944
31429,LH401,20/06/2020,3025-6389-1468,female,Jo,Gerard,11/04/2020,Economy,D79,638
54037,LH138,12/04/2020,1003-8593-3209,male,Chaim,Holliday,31/01/2020,Economy,F15,654
42532,LH319,25/12/2019,2164-8260-2762,male,Terrence,Bramlett,26/11/2019,Economy,D88,1797
69603,LH214,09/02/2020,9579-5147-4803,female,Asia,Whitehill,30/01/2020,Economy,D57,3055
58469,LH103,25/10/2019,7872-7583-2810,female,Mariellen,Coons,19/10/2019,Economy,D69,3397
74442,LH325,01/04/2020,1068-3433-5702,male,Jerri,Stansfield,15/01/2020,Economy,A67,588
71109,LH259,08/04/2020,1644-1632-8280,male,Rolfe,Pace,17/01/2020,Economy,E7,559
54514,LH364,15/07/2020,4528-2043-5398,female,Ventura,Garraway,02/06/2020,Economy,E88,1214
87625,LH169,21/04/2020,7245-8652-0102,female,Alisa,Celestia,30/01/2020,Economy,D9,581
107402,LH127,03/08/2020,1319-3107-0554,female,Lorri,Chapmen,04/05/2020,Economy,H60,514
53046,LH449,04/12/2019,4969-0441-5922,male,Frederich,Mellish,19/10/2019,Economy,H99,1020
63208,LH367,20/09/2019,6579-9080-0055,male,Ambrosius,Aikin,19/09/2019,Economy,A38,3826
100892,LH207,10/09/2019,7122-7214-0373,female,Aleecia,Senkow,14/08/2019,Economy,A43,1860
60661,LH364,10/11/2019,3160-3338-0818,female,Shanie,Elvy,16/09/2019,Economy,F38,836
75051,LH491,08/04/2020,4115-8414-7333,male,Zacherie,Hair,08/01/2020,Economy,C2,567
102670,LH436,08/09/2019,5941-8993-0783,male,Leo,Bryant,24/07/2019,Economy,B88,1087
41614,LH474,13/05/2020,4229-3515-8948,female,Andree,Hepburn,11/05/2020,Economy,G67,3719
96090,LH249,07/06/2020,8425-7978-9952,female,Talyah,Hebuirn,02/03/2020,Economy,C48,535
20516,LH488,25/11/2019,9959-0825-5227,male,Olivier,Sinkins,05/09/2019,Economy,B39,617
50145,LH509,28/04/2020,6850-6209-4824,male,Morly,Bowie,31/01/2020,Economy,G57,574
94664,LH470,01/07/2020,3984-3095-8328,male,Cyril,Weatherhill,16/04/2020,Economy,D30,609
82807,LH400,03/10/2019,1003-5625-8563,female,Jeniffer,Mulvie,19/09/2019,Economy,H59,2652
63575,LH298,09/11/2019,7013-7745-4376,female,Shelli,Lanthois,04/10/2019,Economy,E60,1367
84163,LH582,16/03/2020,8625-4736-4597,female,Patsy,Compton,21/02/2020,Economy,F98,2033
96926,LH377,23/10/2019,3004-8343-0203,female,Katina,Cotterill,14/08/2019,Economy,F0,651
109496,LH572,17/05/2020,2611-2968-5508,male,Torr,Moody,15/03/2020,Economy,C54,738
44070,LH392,12/10/2019,6811-3863-3314,female,Chad,Battaile,08/07/2019,Economy,C52,522
45395,LH384,10/06/2020,8752-6075-4770,female,Gabi,Gleason,16/04/2020,Economy,D25,869
45186,LH588,16/02/2020,5373-3965-6604,male,Pearce,Catesby,28/01/2020,Economy,D96,2381
74216,LH536,05/05/2020,3761-8243-3451,female,Celeste,Brogden,01/04/2020,Economy,D2,1490
67173,LH547,16/11/2019,5328-6670-1748,male,Maximilien,Noell,24/10/2019,Economy,A11,1992
44229,LH200,20/02/2020,4396-6820-8338,male,Benjy,Dollar,31/12/2019,Economy,B58,996
77727,LH376,27/11/2019,4127-6853-2966,female,Felecia,Scoville,11/11/2019,Economy,B44,2584
101807,LH215,19/04/2020,8021-0701-0873,male,Justis,Stalker,18/04/2020,Economy,H1,3840
84660,LH460,30/04/2020,3839-9158-6539,female,Nela,Lamden,28/03/2020,Economy,F72,1534
45667,LH437,22/01/2020,1276-8229-8684,male,Emery,Eldridge,20/11/2019,Economy,A82,723
109303,LH507,26/04/2020,1059-6198-6432,female,Debera,Mckitrick,04/04/2020,Economy,G69,2171
103790,LH156,04/11/2019,7323-6190-4996,female,Dacey,Hume,01/09/2019,Economy,B51,651
87199,LH480,30/01/2020,2193-6918-9021,male,Tito,Hoyland,31/12/2019,Economy,A81,1700
77957,LH324,04/06/2020,1050-2321-7955,female,Cybel,Hilda,03/03/2020,Economy,B7,562
31167,LH421,26/04/2020,2413-9640-9030,female,Marcelline,Mcmally,19/02/2020,Economy,D99,697
93124,LH492,05/03/2020,5063-1912-1955,male,Raoul,Lonsdale,21/01/2020,Economy,B98,1099
75992,LH181,04/01/2020,6902-4768-7819,female,Oralle,Heyes,03/01/2020,Economy,A68,3831
107492,LH278,21/06/2020,9683-1405-8070,female,Jacky,Mais,31/03/2020,Economy,E9,566
32781,LH516,08/02/2020,6156-8445-2121,female,Vale,Dunham,21/12/2019,Economy,C64,967
105243,LH190,12/07/2020,2750-4167-7028,male,Adolphe,Muirhead,26/05/2020,Economy,G62,1082
68525,LH568,11/04/2020,1083-8800-6317,female,Corabelle,Noden,15/01/2020,Economy,A47,589
70295,LH374,27/08/2019,1837-5946-3130,female,Charlotta,Culcheth,07/07/2019,Economy,D76,936
59776,LH558,06/03/2020,1121-2287-3574,male,Abelard,Bourke,29/12/2019,Economy,E90,673
42551,LH483,05/02/2020,4018-3843-8331,female,Christyna,Dimascio,22/01/2020,Economy,G98,2653
41986,LH517,08/11/2019,8446-0661-0754,male,Quillan,Mackreth,26/09/2019,Economy,A28,1102
91047,LH236,10/09/2019,5309-7685-4453,female,Fayth,Crabtree,13/08/2019,Economy,A65,1789
12338,LH361,15/09/2019,8155-6844-1786,male,Elnar,Hoomes,21/08/2019,Economy,F8,2009
39671,LH179,28/11/2019,1957-2566-3850,male,Ezechiel,Ellen,22/08/2019,Economy,H68,573
55821,LH586,22/08/2019,5041-2789-4084,male,Carson,Hopper,11/08/2019,Economy,D20,2922
40501,LH246,11/06/2020,1766-3117-5690,male,Teador,Hindmarsh,20/04/2020,Economy,C85,911
74288,LH245,12/04/2020,1966-3565-7562,male,Shem,Burill,12/04/2020,Economy,A40,3883
46777,LH487,26/03/2020,2977-9908-5428,male,Alley,Forfar,27/01/2020,Economy,D42,831
12215,LH478,28/03/2020,8434-6590-2212,male,Marlin,Overton,08/03/2020,Economy,B68,2229
73841,LH501,06/10/2019,4902-8090-2188,female,Cecilla,Cordell,21/09/2019,Economy,B57,2636
79316,LH393,16/10/2019,1844-8139-8078,female,Ferne,Swannack,13/07/2019,Economy,G60,578
75892,LH286,29/03/2020,1914-2346-7658,female,Cybelle,Hymer,19/01/2020,Economy,B84,611
94104,LH243,06/01/2020,4287-2580-6027,female,Arleyne,Jenkins,25/12/2019,Economy,H21,2871
37803,LH285,14/04/2020,5095-4314-9600,male,Osborne,Sweeney,13/03/2020,Economy,D69,1627
101878,LH265,18/12/2019,8668-1854-7245,female,Francine,Estes,22/11/2019,Economy,E62,1920
104245,LH555,19/11/2019,1078-3083-6471,male,Bela,Dickie,13/11/2019,Economy,C0,3310
47763,LH578,13/12/2019,2455-3479-9380,male,Turner,Underwood,13/12/2019,Economy,E51,3892
84189,LH146,27/09/2019,1071-2402-8132,female,Susana,Safford,27/07/2019,Economy,C12,739
86361,LH234,24/07/2020,9187-9749-5588,male,Julie,Spires,22/05/2020,Economy,C72,700
57591,LH588,16/01/2020,2895-9766-4135,male,Theophyllus,Cockcroft,02/01/2020,Economy,C33,2694
53881,LH113,26/09/2019,8252-6279-0923,male,Clive,Mckeachie,02/08/2019,Economy,F20,870
87608,LH321,01/11/2019,3202-2079-1720,female,Silvia,Washington,22/09/2019,Economy,F18,1281
49701,LH400,21/05/2020,8557-9649-8133,male,Brodie,Corken,22/04/2020,Economy,G36,1742
43488,LH399,18/05/2020,9023-5919-0408,female,Kyrstin,Van order,07/04/2020,Economy,C67,1288
96474,LH210,11/06/2020,6805-0883-3293,male,Garfinkel,Brotherton,07/03/2020,Economy,A53,570
87009,LH101,01/02/2020,3726-9276-3716,male,Duke,Mccullagh,14/12/2019,Economy,C62,989
38513,LH459,18/08/2019,5617-9822-0057,male,Kareem,Baird nee,07/07/2019,Economy,B59,1193
18919,LH540,26/11/2019,3659-6792-5355,female,Chelsie,Mayes,26/08/2019,Economy,A20,570
82508,LH339,04/01/2020,6117-8330-6527,female,Corly,Waldegrave,09/12/2019,Economy,E54,1954
73526,LH576,30/03/2020,1078-8492-5576,male,Adger,Sedley,20/02/2020,Economy,F97,1282
96896,LH126,25/08/2019,2424-4616-8650,female,Jocelyne,Archer,04/08/2019,Economy,F57,2182
106714,LH203,26/01/2020,6052-0161-2297,female,Dell,Cormack,06/01/2020,Economy,A9,2287
79583,LH521,12/09/2019,8363-5907-1572,male,Val,Shute,22/08/2019,Economy,G59,2232
93234,LH421,04/01/2020,9928-1440-8259,male,Emmit,Tunningley,06/10/2019,Economy,H89,574
18825,LH478,06/11/2019,5693-9214-5797,female,June,Hogden,26/08/2019,Economy,E89,643
75803,LH194,07/08/2020,9434-2892-8260,female,Carlynn,Franks,02/06/2020,Economy,C39,636
70325,LH328,30/05/2020,8210-3684-6686,male,Teodorico,Nichols,25/03/2020,Economy,H29,696
12728,LH574,21/10/2019,1071-1738-2443,male,Jermaine,Drennan,23/07/2019,Economy,H64,520
106163,LH537,22/04/2020,1005-2871-5424,male,Anurag,Holtom,28/03/2020,Economy,F50,1950
67337,LH588,19/03/2020,1096-9722-6031,male,Ansel,Greig,29/01/2020,Economy,G14,972
62011,LH335,14/01/2020,4377-5734-3692,female,Bel,Simkins,28/12/2019,Economy,D90,2464
43943,LH483,11/11/2019,6434-2043-4724,male,Trevar,Ashfield,29/08/2019,Economy,H99,591
16910,LH180,13/04/2020,8998-2871-0078,female,Holley,Mckinnel,31/01/2020,Economy,A74,645
19175,LH231,23/06/2020,8098-4035-5219,male,Paten,Ketchen,17/05/2020,Economy,H39,1418
11820,LH233,23/01/2020,5050-1969-1890,female,Pammy,Elizabeth,04/11/2019,Economy,D89,548
34934,LH534,08/04/2020,1823-2523-8491,female,Yoko,Black,08/03/2020,Economy,F65,1656
16177,LH414,02/11/2019,6970-0400-2761,male,Ellis,Wooton,09/08/2019,Economy,H79,569
105672,LH571,14/12/2019,2589-5450-9027,male,Richmond,Blenkhorn,23/09/2019,Economy,E49,581
53950,LH349,11/07/2019,2502-6265-8896,female,Zara,Ray,03/07/2019,Economy,B34,3149
85817,LH500,01/06/2020,5406-1540-9145,male,Lion,Hibbert,17/04/2020,Economy,A8,1078
68935,LH593,24/01/2020,2405-0316-2649,male,Vern,Trafford,27/10/2019,Economy,A41,504
39769,LH421,19/01/2020,1042-6194-8915,female,Robinia,Underwood,29/12/2019,Economy,B94,2217
81879,LH370,18/10/2019,5553-1019-7053,male,Sturgis,Jones?,12/07/2019,Economy,G78,501
30614,LH215,06/04/2020,4942-6538-4820,male,Thatcher,Ahlberg,04/01/2020,Economy,D91,564
13162,LH561,25/08/2019,7242-9917-5434,male,Richie,Raw,21/07/2019,Economy,F53,1482
53792,LH405,12/12/2019,4660-6277-5294,male,Aldwin,Beckner,01/12/2019,Economy,H57,2942
104876,LH165,14/11/2019,1532-3074-5471,female,Ofelia,Hickey,10/11/2019,Economy,G89,3519
67456,LH372,12/07/2020,7881-9046-9447,female,Sonny,Socket,16/05/2020,Economy,A2,789
30286,LH426,27/03/2020,4587-8406-8842,male,Swen,Barter,13/03/2020,Economy,D93,2727
24952,LH541,30/03/2020,5734-0174-2685,female,Berny,Screen,04/03/2020,Economy,B67,1936
35250,LH178,09/07/2020,1054-5755-6341,male,Oberon,Haoos,16/05/2020,Economy,B35,920
38805,LH225,10/09/2019,9311-6163-0854,female,Corene,Burnaby,19/07/2019,Economy,A3,877
95103,LH126,02/10/2019,1098-5589-7031,male,Dylan,Booth,02/09/2019,Economy,H86,1707
17989,LH345,04/01/2020,9094-9676-8365,female,Rivkah,Rotherham,08/12/2019,Economy,A19,1911
61615,LH332,24/03/2020,8507-1755-7480,female,Marie-Ann,Malkin,22/03/2020,Economy,C5,3719
78015,LH221,12/02/2020,3773-9420-1711,male,Ulrich,Janis,14/11/2019,Economy,G59,581
67928,LH517,01/08/2020,8178-7639-5050,male,Wes,Royle,30/05/2020,Economy,H86,739
51573,LH287,11/07/2020,1959-0610-6363,male,Zalman,Sellers,03/06/2020,Economy,F31,5920
24090,LH502,15/09/2019,4549-3537-4173,male,Kerry,Monet,04/08/2019,Economy,G27,1244
76782,LH149,28/06/2020,4403-4410-4971,male,Nelson,Jardine,02/04/2020,Economy,H19,577
45646,LH223,09/03/2020,2777-6380-6006,male,Corey,Heath,20/02/2020,Economy,A75,2367
39376,LH375,05/08/2019,8264-9850-0322,male,Avery,Mallett,01/08/2019,Economy,A34,3580
42614,LH519,21/11/2019,2637-6941-6399,male,Say,Living,15/08/2019,Economy,H85,517
47213,LH219,15/06/2020,4420-0943-6132,female,Kim,Waterhouse,19/04/2020,Economy,B14,858
68881,LH132,26/06/2020,2176-7079-5489,female,Tiphani,Wardup,20/04/2020,Economy,E79,703
12044,LH584,08/11/2019,9796-6428-5458,female,Alvinia,Frazer,21/10/2019,Economy,B68,2375
61608,LH170,07/09/2019,4089-1138-2530,female,Brietta,Farmer,09/07/2019,Economy,H61,769
60413,LH118,13/11/2019,5830-6837-4301,female,Terrye,Rawston,17/08/2019,Economy,E58,589
99563,LH252,09/02/2020,8867-7558-4108,male,Sibyl,Rustling,21/01/2020,Economy,B55,2352
77535,LH318,29/10/2019,2225-2698-0840,male,Kirby,Thirlwind,15/10/2019,Economy,D83,2573
97145,LH246,20/03/2020,3871-8945-9880,female,Fleurette,Allgreen-ussing,15/02/2020,Economy,A2,1564
89335,LH321,09/08/2020,1030-8460-6517,male,Filbert,Radcliffe,23/05/2020,Economy,C3,591
18519,LH308,27/03/2020,9980-6776-3023,male,Edouard,Mapowder,04/01/2020,Economy,A14,595
78904,LH290,18/03/2020,9993-6723-8965,male,Maxwell,Marbury,04/02/2020,Economy,C23,1127
57614,LH494,25/01/2020,6674-4314-6848,female,Lil,Dickens,02/12/2019,Economy,B38,877
37525,LH159,22/06/2020,1306-4115-6086,male,Orton,Redfern,06/05/2020,Economy,G35,1041
45248,LH363,17/04/2020,2426-1618-6941,female,Jaine,Allason,04/02/2020,Economy,G54,613
80463,LH199,19/03/2020,1021-7806-5193,male,Robin,Burleigh,27/01/2020,Economy,C2,894
13221,LH533,30/01/2020,1392-8134-7326,male,Burton,Bryning,25/12/2019,Economy,H31,1456
100518,LH137,28/12/2019,6014-4875-4219,female,Terri,Strong,17/10/2019,Economy,B6,646
88012,LH116,18/01/2020,1936-8570-7640,male,Adams,Murches,24/10/2019,Economy,C76,568
78995,LH439,27/09/2019,1240-0682-3746,female,Lorry,Gow,06/08/2019,Economy,C25,902
38195,LH104,01/12/2019,2691-3358-5606,male,Staford,Staggs,18/09/2019,Economy,G47,625
62362,LH390,05/01/2020,4737-6170-2885,female,Alicea,Thirlwind,06/12/2019,Economy,D94,1672
62264,LH358,20/10/2019,7895-7990-6343,female,Anna-Diana,Faint,30/08/2019,Economy,C59,905
14317,LH479,18/05/2020,3611-7151-8755,male,Eustace,Sims or penn,02/03/2020,Economy,B28,584
26169,LH117,05/09/2019,7339-7397-6186,male,Maxie,Hownam,09/07/2019,Economy,E60,849
29581,LH159,03/01/2020,6693-0256-5000,male,Marsh,Meldrum,21/11/2019,Economy,A93,1150
54956,LH232,05/01/2020,6103-4935-9392,female,Leiah,Slack,29/11/2019,Economy,B6,1440
53312,LH107,20/10/2019,2815-4933-5480,male,Shaun,Cornwell,27/09/2019,Economy,B94,2076
95489,LH201,24/11/2019,5592-9624-6301,female,Tova,Mcwhirter,02/10/2019,Economy,A25,904
89473,LH524,17/12/2019,8320-8394-1816,female,Kordula,Ludvinka,09/12/2019,Economy,H42,3179
80432,LH585,10/05/2020,1082-9037-4565,male,Hanan,Burnaby,14/04/2020,Economy,H17,1919
23936,LH381,16/04/2020,9544-9374-3302,male,Nathanil,Maw,28/02/2020,Economy,B96,1036
18355,LH320,12/08/2019,5363-2542-0346,male,Eddie,Garness,18/07/2019,Economy,A82,1934
48395,LH598,15/02/2020,1068-5928-1113,male,Oscar,Huet,01/02/2020,Economy,D40,2677
108279,LH211,23/12/2019,3467-1568-0962,male,Marcelo,Askrigg,03/11/2019,Economy,E50,999
26552,LH405,08/01/2020,1971-8784-8105,male,Uri,Nitschke,18/11/2019,Economy,B44,931
59699,LH546,23/09/2019,5576-1866-5299,female,Doria,Barraclough,05/08/2019,Economy,E21,1009
105934,LH127,22/05/2020,9022-0709-6873,female,Karalee,Bethome,17/03/2020,Economy,E13,707
97007,LH201,22/12/2019,6484-1658-6122,male,Leland,Barrowby,20/12/2019,Economy,C67,3727
17524,LH154,13/02/2020,7558-8780-0444,male,Ignace,Luty,28/12/2019,Economy,E31,1018
42955,LH374,18/03/2020,1603-2680-4014,female,Dyane,Bailey,01/03/2020,Economy,D70,2442
24429,LH580,20/04/2020,8022-8867-5061,male,Marlin,Patching short,29/03/2020,Economy,B75,2134
43919,LH579,24/04/2020,8118-9283-1908,male,Garth,Peggs,24/04/2020,Economy,G75,3939
30777,LH559,02/06/2020,3416-0993-2778,male,Poul,Mcgowan,09/03/2020,Economy,H96,561
94035,LH508,02/11/2019,2855-2680-2271,male,Stig,Mckeachie,16/09/2019,Economy,E34,1044
58889,LH339,19/06/2020,2331-0911-5562,male,Jessee,Wrigley,01/06/2020,Economy,D25,2421
44201,LH560,01/02/2020,6013-8454-2704,female,Ilyssa,Curwen,19/12/2019,Economy,A59,1162
67042,LH595,27/06/2020,1146-6720-3442,female,Cybil,Penlington,25/05/2020,Economy,D97,1517
63135,LH504,21/09/2019,7318-9276-3848,female,Viv,Gossard,01/08/2019,Economy,B82,987
66433,LH522,11/12/2019,9881-9537-3474,female,Tiff,Sevill,11/10/2019,Economy,F70,724
51812,LH452,11/05/2020,1858-7473-3233,male,Adolphe,Gosney,29/02/2020,Economy,G88,583
62854,LH105,24/11/2019,9889-1163-3222,male,Claudio,Braddon,16/09/2019,Economy,G83,660
108637,LH272,18/03/2020,2877-8259-6260,female,Janetta,De aldeburgh,04/01/2020,Economy,B67,619
42599,LH521,29/10/2019,8747-2549-6563,female,Hilliary,Crompton,25/09/2019,Economy,E22,1429
74726,LH171,08/10/2019,8549-5132-1316,female,Elaine,Tebb,21/07/2019,Economy,C29,542
56451,LH293,29/11/2019,1056-2064-3133,male,Barnett,Bells,12/09/2019,Economy,C38,593
14451,LH374,04/02/2020,5689-8911-0264,female,Jada,Anthony,07/11/2019,Economy,G94,591
85994,LH591,06/02/2020,8204-2174-8076,female,Nathalie,Cassells,17/12/2019,Economy,F63,945
43079,LH585,13/06/2020,2907-4722-4339,male,Bartlet,B,23/03/2020,Economy,G42,551
106199,LH351,18/04/2020,1008-5044-8353,male,Mead,Scholey,12/04/2020,Economy,B39,3332
103229,LH537,14/06/2020,1449-4596-8557,male,Sparky,Bruford,14/03/2020,Economy,D85,587
97165,LH446,01/12/2019,3244-0056-0200,female,Alvira,Supierz,05/10/2019,Economy,G51,785
67780,LH117,08/04/2020,9163-7845-4226,male,Ulysses,Trappit,09/01/2020,Economy,C96,505
43814,LH345,11/02/2020,7044-0939-9731,female,Jany,Chalmers,19/11/2019,Economy,A92,571
24247,LH140,05/05/2020,6085-7020-9361,male,Marion,Work,21/03/2020,Economy,E31,1116
43326,LH451,07/03/2020,8718-0106-3390,male,Jephthah,Twedale,02/12/2019,Economy,A21,600
53891,LH424,28/10/2019,7128-4716-3401,male,Ignaz,Pengelly,18/08/2019,Economy,D25,577
74630,LH595,19/06/2020,1998-3096-7686,male,Dickie,Haycock,21/05/2020,Economy,D2,1738
84711,LH283,28/05/2020,3522-6974-4121,male,Guy,Grierson,26/02/2020,Economy,D34,512
61714,LH232,07/12/2019,8021-0572-7830,female,Kelci,Garsden,18/09/2019,Economy,C0,553
47021,LH502,16/11/2019,8846-3393-2909,male,Neil,Stinson,05/09/2019,Economy,H97,602
50863,LH461,06/05/2020,2610-5324-4927,female,Marla,Longmuir,20/03/2020,Economy,G70,1038
17621,LH410,06/04/2020,7248-0021-1339,female,Bria,Beckner,25/01/2020,Economy,G3,596
90092,LH406,31/05/2020,9946-9346-7671,female,Georgianna,Bryson,07/05/2020,Economy,F43,2043
71371,LH298,26/01/2020,8128-9597-6173,male,Isaac,Bow,05/01/2020,Economy,A56,2216
37392,LH520,31/03/2020,5892-2507-8935,female,Martie,Helme,22/01/2020,Economy,B36,629
67711,LH472,02/08/2019,1453-7896-6323,female,Cher,Greene,05/07/2019,Economy,C93,1841
22154,LH424,12/03/2020,9622-8960-6156,female,Marilee,Elliot-murray-kynynmound,14/01/2020,Economy,E67,815
74179,LH512,31/03/2020,4230-2396-8689,male,Zebadiah,Blount,26/01/2020,Economy,B19,682
52412,LH360,02/01/2020,3219-4393-3622,male,Meier,Mccloy,13/10/2019,Economy,F69,526
46420,LH273,12/08/2019,4630-1024-6352,female,Elle,Haas,03/07/2019,Economy,C68,1262
54710,LH259,07/06/2020,1864-7743-5776,male,Haley,Whale,18/04/2020,Economy,G92,926
49307,LH190,28/02/2020,1087-9126-0879,female,Maren,Linsey,03/01/2020,Economy,A75,825
95171,LH520,26/10/2019,1100-2396-3433,female,Rhea,Cairney,23/07/2019,Economy,D87,513
103672,LH594,14/09/2019,8243-4069-1169,female,Tisha,Beresford,11/09/2019,Economy,B58,3603
55589,LH173,05/12/2019,4508-0919-9173,female,Deidre,Houlton,25/11/2019,Economy,C45,2985
54327,LH485,20/09/2019,8746-4984-9802,male,Sigfried,Caitlin,13/09/2019,Economy,F55,3221
20616,LH100,16/04/2020,7802-7498-4992,male,Sherman,Blakeley,10/02/2020,Economy,F66,649
46641,LH475,12/12/2019,5873-2981-2494,female,Rubie,Snell,17/11/2019,Economy,E42,1929
96213,LH522,02/08/2020,8840-9894-0265,female,Leesa,Carnon,20/05/2020,Economy,E79,623
17428,LH504,10/09/2019,5559-3947-5082,female,Lise,Perkin,06/07/2019,Economy,H78,660
34423,LH437,20/12/2019,8999-0747-3746,female,Poppy,Koe,09/10/2019,Economy,C47,6820
106059,LH598,22/10/2019,6309-8487-4509,female,Katerine,Duffett,09/09/2019,Economy,A61,1133
100622,LH453,15/10/2019,7742-2199-9285,female,Ginnie,Spurgeon,20/08/2019,Economy,H20,848
64268,LH170,16/12/2019,1092-7153-5471,male,Virgie,Gamble,01/12/2019,Economy,G70,2662
58854,LH271,29/11/2019,6014-2941-8845,female,Klara,Warburton,23/08/2019,Economy,C79,527
85969,LH166,23/07/2020,3143-2460-7375,male,Lazare,Tollison,22/04/2020,Economy,D2,516
83707,LH201,15/01/2020,2018-0826-4181,male,Angelico,Stebbings,24/10/2019,Economy,A21,560
85513,LH480,20/10/2019,1086-7642-7606,male,Cammy,Ogilvie,19/09/2019,Economy,D52,1665
97904,LH449,13/09/2019,7119-6294-8423,male,Stanly,Railton,12/09/2019,Economy,G50,3791
